Market,Store,Store Type,Launch Date 
326,7,SUP,2/22
347,12,SUP,2/22
322,54,SUP,2/22
328,71,SUP,2/22
134,75,SUP,2/22
145,94,SUP,2/22
324,124,SUP,2/22
345,168,SUP,2/22
344,221,SUP,2/22
344,227,SUP,2/22
345,246,SUP,2/22
353,277,SUP,2/22
135,307,SUP,2/22
322,359,SUP,2/22
352,389,SUP,2/22
39,396,SUP,2/22
132,402,SUP,2/22
132,415,SUP,2/22
130,428,SUP,2/22
128,489,SUP,2/22
353,517,SUP,2/22
26,518,SUP,2/22
132,531,SUP,2/22
134,539,SUP,2/22
129,542,SUP,2/22
353,544,SUP,2/22
25,548,SUP,2/22
125,553,SUP,2/22
407,557,SUP,2/22
344,564,SUP,2/22
37,574,SUP,2/22
24,575,SUP,2/22
362,577,SUP,2/22
42,585,SUP,2/22
37,586,SUP,2/22
27,588,SUP,2/22
406,592,SUP,2/22
29,605,SUP,2/22
344,622,SUP,2/22
38,627,SUP,2/22
38,630,SUP,2/22
29,635,SUP,2/22
37,643,SUP,2/22
152,671,SUP,2/22
151,682,SUP,2/22
121,741,SUP,2/22
353,743,SUP,2/22
19,745,SUP,2/22
129,761,SUP,2/22
22,787,SUP,2/22
385,824,SUP,2/22
375,826,SUP,2/22
251,828,SUP,2/22
385,831,SUP,2/22
385,835,SUP,2/22
130,839,SUP,2/22
554,840,WNM,2/22
389,842,SUP,2/22
22,855,SUP,2/22
554,920,WNM,2/22
482,923,SUP,2/22
130,935,SUP,2/22
128,989,SUP,2/22
407,993,SUP,2/22
251,995,SUP,2/22
389,1001,SUP,2/22
129,1016,SUP,2/22
425,1020,SUP,2/22
353,1056,SUP,2/22
130,1102,SUP,2/22
326,1105,SUP,2/22
131,1136,SUP,2/22
249,1141,SUP,2/22
125,1163,SUP,2/22
435,1167,SUP,2/22
20,1184,SUP,2/22
135,1193,SUP,2/22
130,1206,SUP,2/22
409,1221,SUP,2/22
30,1227,SUP,2/22
418,1241,SUP,2/22
144,1248,SUP,2/22
258,1259,SUP,2/22
130,1266,SUP,2/22
30,1293,SUP,2/22
16,1311,SUP,2/22
128,1342,SUP,2/22
387,1357,SUP,2/22
247,1378,SUP,2/22
39,1382,SUP,2/22
435,1394,SUP,2/22
248,1419,SUP,2/22
221,1441,SUP,2/22
440,1453,SUP,2/22
249,1459,SUP,2/22
221,1463,SUP,2/22
243,1476,SUP,2/22
238,1479,SUP,2/22
22,1488,SUP,2/22
223,1495,SUP,2/22
221,1503,SUP,2/22
221,1504,SUP,2/22
225,1521,SUP,2/22
233,1529,SUP,2/22
430,1543,SUP,2/22
435,1551,SUP,2/22
482,1557,SUP,2/22
396,1560,SUP,2/22
247,1566,SUP,2/22
238,1576,W/M,2/22
249,1580,SUP,2/22
396,1584,SUP,2/22
217,1595,SUP,2/22
265,1596,SUP,2/22
362,1599,SUP,2/22
482,1601,SUP,2/22
226,1623,SUP,2/22
352,1626,SUP,2/22
419,1654,SUP,2/22
280,1674,SUP,2/22
401,1699,SUP,2/22
280,1703,SUP,2/22
401,1708,SUP,2/22
140,1710,SUP,2/22
25,1720,SUP,2/22
239,1728,SUP,2/22
202,1771,SUP,2/22
168,1777,SUP,2/22
477,1784,SUP,2/22
411,1802,SUP,2/22
248,1804,SUP,2/22
282,1875,SUP,2/22
226,1884,SUP,2/22
234,1886,SUP,2/22
508,1893,W/M,2/22
215,1895,W/M,2/22
160,1906,W/M,2/22
440,1908,SUP,2/22
477,1920,W/M,2/22
214,1927,SUP,2/22
217,1990,W/M,2/22
174,2003,SUP,2/22
235,2019,SUP,2/22
396,2050,SUP,2/22
231,2059,SUP,2/22
201,2062,SUP,2/22
170,2096,SUP,2/22
219,2098,SUP,2/22
159,2122,SUP,2/22
223,2124,SUP,2/22
411,2131,SUP,2/22
131,2132,SUP,2/22
168,2145,SUP,2/22
160,2157,SUP,2/22
162,2170,W/M,2/22
233,2205,SUP,2/22
157,2222,SUP,2/22
280,2233,SUP,2/22
232,2255,SUP,2/22
440,2271,SUP,2/22
282,2279,SUP,2/22
221,2309,SUP,2/22
209,2313,SUP,2/22
145,2322,SUP,2/22
159,2341,W/M,2/22
196,2358,SUP,2/22
533,2393,WNM,2/22
533,2394,WNM,2/22
217,2426,SUP,2/22
282,2435,SUP,2/22
223,2441,SUP,2/22
526,2451,WNM,2/22
554,2465,WNM,2/22
217,2471,SUP,2/22
394,2483,SUP,2/22
215,2506,SUP,2/22
196,2522,SUP,2/22
263,2532,SUP,2/22
226,2543,SUP,2/22
238,2544,SUP,2/22
286,2564,SUP,2/22
281,2577,SUP,2/22
394,2592,SUP,2/22
235,2611,SUP,2/22
168,2614,SUP,2/22
168,2641,SUP,2/22
175,2651,SUP,2/22
125,2665,SUP,2/22
201,2678,SUP,2/22
247,2679,SUP,2/22
243,2691,SUP,2/22
38,2703,SUP,2/22
125,2706,SUP,2/22
37,2712,SUP,2/22
217,2725,SUP,2/22
219,2726,SUP,2/22
22,2732,SUP,2/22
32,2733,SUP,2/22
492,2743,WNM,2/22
537,2745,WNM,2/22
280,2756,SUP,2/22
414,2764,SUP,2/22
217,2774,SUP,2/22
482,2786,SUP,2/22
249,2787,SUP,2/22
546,2801,WNM,2/22
352,2803,SUP,2/22
352,2804,SUP,2/22
238,2818,SUP,2/22
131,2822,SUP,2/22
166,2830,W/M,2/22
396,2838,SUP,2/22
144,2846,SUP,2/22
362,2855,SUP,2/22
197,2872,SUP,2/22
533,2875,WNM,2/22
533,2876,WNM,2/22
533,2877,WNM,2/22
533,2878,WNM,2/22
394,2884,SUP,2/22
496,2887,WNM,2/22
157,2903,W/M,2/22
129,2913,SUP,2/22
51,2918,SUP,2/22
542,2919,WNM,2/22
401,2921,SUP,2/22
382,2923,SUP,2/22
132,2938,SUP,2/22
542,2940,WNM,2/22
160,2953,SUP,2/22
362,2955,SUP,2/22
554,3072,WNM,2/22
554,3074,WNM,2/22
175,3078,SUP,2/22
409,3103,SUP,2/22
491,3155,WNM,2/22
20,3188,SUP,2/22
159,3200,W/M,2/22
19,3201,SUP,2/22
533,3202,WNM,2/22
231,3228,SUP,2/22
209,3250,SUP,2/22
167,3252,W/M,2/22
362,3273,SUP,2/22
533,3275,WNM,2/22
176,3292,W/M,2/22
533,3327,WNM,2/22
394,3350,SUP,2/22
394,3351,SUP,2/22
397,3354,WNM,2/22
397,3355,WNM,2/22
397,3356,WNM,2/22
499,3359,WNM,2/22
401,3366,SUP,2/22
389,3382,SUP,2/22
526,3385,WNM,2/22
25,3388,SUP,2/22
25,3389,SUP,2/22
19,3401,SUP,2/22
19,3402,SUP,2/22
375,3428,SUP,2/22
352,3430,SUP,2/22
249,3435,SUP,2/22
201,3436,SUP,2/22
496,3442,WNM,2/22
207,3445,SUP,2/22
219,3447,SUP,2/22
24,3462,SUP,2/22
175,3469,SUP,2/22
26,3471,SUP,2/22
394,3473,SUP,2/22
197,3476,SUP,2/22
129,3483,SUP,2/22
223,3502,SUP,2/22
526,3512,WNM,2/22
249,3529,SUP,2/22
160,3560,SUP,2/22
170,3564,SUP,2/22
30,3570,SUP,2/22
221,3571,SUP,2/22
504,3574,WNM,2/22
492,3599,WNM,2/22
19,3609,SUP,2/22
533,3615,WNM,2/22
232,3634,SUP,2/22
533,3637,WNM,2/22
497,3638,WNM,2/22
397,3655,WNM,2/22
543,3703,WNM,2/22
20,3710,SUP,2/22
215,3722,SUP,2/22
541,3727,WNM,2/22
42,3733,SUP,2/22
541,3736,WNM,2/22
542,3743,WNM,2/22
542,3745,WNM,2/22
225,3749,SUP,2/22
32,3750,SUP,2/22
223,3783,SUP,2/22
221,3784,SUP,2/22
25,3786,SUP,2/22
397,3788,WNM,2/22
401,3789,SUP,2/22
217,3812,SUP,2/22
401,3848,SUP,2/22
494,4054,WNM,2/22
323,4108,SUP,2/22
30,4144,SUP,2/22
352,4195,SUP,2/22
485,4198,WNM,2/22
16,4200,SUP,2/22
554,4206,WNM,2/22
580,4216,SUP,2/22
248,4230,SUP,2/22
248,4231,SUP,2/22
42,4237,SUP,2/22
226,4276,SUP,2/22
16,4283,SUP,2/22
134,4295,SUP,2/22
409,4321,SUP,2/22
397,4339,WNM,2/22
396,4356,SUP,2/22
534,4375,WNM,2/22
247,4399,SUP,2/22
382,4412,SUP,2/22
251,4417,SUP,2/22
546,4421,WNM,2/22
280,4423,SUP,2/22
546,4426,WNM,2/22
497,4443,WNM,2/22
324,4460,SUP,2/22
362,4475,SUP,2/22
207,4479,SUP,2/22
537,4516,WNM,2/22
546,4517,WNM,2/22
546,4530,WNM,2/22
396,4557,SUP,2/22
507,4585,WNM,2/22
387,4601,SUP,2/22
225,4609,SUP,2/22
541,4659,WNM,2/22
37,4664,SUP,2/22
526,4676,WNM,2/22
131,4679,SUP,2/22
130,4683,SUP,2/22
248,5025,SUP,2/22
207,5028,SUP,2/22
207,5029,SUP,2/22
207,5030,SUP,2/22
396,5070,SUP,2/22
543,5081,WNM,2/22
37,5087,SUP,2/22
440,5090,SUP,2/22
53,5092,SUP,2/22
543,5102,WNM,2/22
221,5104,SUP,2/22
176,5111,W/M,2/22
418,5115,SUP,2/22
508,5129,W/M,2/22
566,5148,WNM,2/22
387,5155,SUP,2/22
485,5180,WNM,2/22
566,5182,WNM,2/22
219,5184,SUP,2/22
217,5185,SUP,2/22
175,5201,W/M,2/22
557,5205,WNM,2/22
557,5206,WNM,2/22
485,5207,WNM,2/22
282,5228,W/M,2/22
401,5234,SUP,2/22
231,5241,SUP,2/22
324,5244,SUP,2/22
397,5258,WNM,2/22
397,5259,WNM,2/22
397,5269,WNM,2/22
175,5281,W/M,2/22
533,5286,WNM,2/22
9,5304,WNM,2/22
397,5306,WNM,2/22
410,5307,SUP,2/22
485,5308,WNM,2/22
533,5314,WNM,2/22
533,5323,WNM,2/22
541,5328,WNM,2/22
16,5363,SUP,2/22
477,5368,SUP,2/22
235,5379,SUP,2/22
282,5382,SUP,2/22
494,5408,WNM,2/22
223,5409,SUP,2/22
397,5423,WNM,2/22
384,5430,SUP,2/22
477,5440,W/M,2/22
411,5441,SUP,2/22
249,5443,SUP,2/22
543,5464,WNM,2/22
219,5466,SUP,2/22
249,5483,SUP,2/22
385,5491,SUP,2/22
435,5667,SUP,2/22
435,5668,SUP,2/22
435,5669,SUP,2/22
495,5695,WNM,2/22
495,5697,WNM,2/22
37,5705,SUP,2/22
324,5706,SUP,2/22
19,5709,SUP,2/22
543,5722,WNM,2/22
30,5735,SUP,2/22
537,5737,WNM,2/22
534,5738,WNM,2/22
197,5761,SUP,2/22
494,5767,WNM,2/22
543,5774,WNM,2/22
526,5782,WNM,2/22
27,5797,SUP,2/22
494,5804,WNM,2/22
554,5813,WNM,2/22
26,5814,SUP,2/22
490,5828,WNM,2/22
507,5840,WNM,2/22
491,5855,WNM,2/22
219,5857,SUP,2/22
467,5861,SUP,2/22
533,5863,WNM,2/22
234,5888,SUP,2/22
546,5907,WNM,2/22
496,5923,WNM,2/22
283,5968,SUP,2/22
491,5990,WNM,2/22
491,5991,WNM,2/22
485,6172,WNM,2/22
494,6390,WNM,2/22
411,6392,SUP,2/22
494,6470,WNM,2/22
482,6476,SUP,2/22
39,6576,SUP,2/22
543,6577,WNM,2/22
485,6585,WNM,2/22
543,6588,WNM,2/22
145,6807,SUP,2/22
39,6887,SUP,2/22
499,6962,WNM,2/22
19,6998,SUP,2/22
496,7162,WNM,2/22
38,7188,SUP,2/22
541,7233,WNM,2/22
541,7241,WNM,2/22
537,7242,WNM,2/22
541,7262,WNM,2/22
132,7301,SUP,2/22
353,7326,SUP,2/22
554,7339,WNM,2/22
323,1,SUP,3/2
322,2,SUP,3/2
21,3,SUP,3/2
323,4,SUP,3/2
326,5,SUP,3/2
347,10,SUP,3/2
328,11,SUP,3/2
321,16,SUP,3/2
135,23,SUP,3/2
326,24,SUP,3/2
411,26,SUP,3/2
347,28,SUP,3/2
407,35,SUP,3/2
329,36,SUP,3/2
407,43,SUP,3/2
329,45,SUP,3/2
325,52,SUP,3/2
325,58,SUP,3/2
329,70,SUP,3/2
410,72,SUP,3/2
356,73,SUP,3/2
347,90,SUP,3/2
145,93,SUP,3/2
146,97,SUP,3/2
351,103,SUP,3/2
4,105,SUP,3/2
146,107,SUP,3/2
349,113,SUP,3/2
328,119,SUP,3/2
329,128,SUP,3/2
350,129,SUP,3/2
347,130,SUP,3/2
353,139,SUP,3/2
321,141,SUP,3/2
351,151,SUP,3/2
328,157,SUP,3/2
4,164,SUP,3/2
326,169,SUP,3/2
134,170,SUP,3/2
361,184,SUP,3/2
409,186,SUP,3/2
147,192,SUP,3/2
271,216,SUP,3/2
147,218,SUP,3/2
350,231,SUP,3/2
360,234,SUP,3/2
325,261,SUP,3/2
149,264,SUP,3/2
349,269,SUP,3/2
351,276,SUP,3/2
127,278,SUP,3/2
325,296,SUP,3/2
149,304,SUP,3/2
152,308,SUP,3/2
132,310,SUP,3/2
151,314,SUP,3/2
66,331,SUP,3/2
409,346,SUP,3/2
321,358,SUP,3/2
322,373,SUP,3/2
347,374,SUP,3/2
497,377,WNM,3/2
411,378,SUP,3/2
132,386,SUP,3/2
321,388,SUP,3/2
134,405,SUP,3/2
8,424,SUP,3/2
10,432,SUP,3/2
127,448,SUP,3/2
127,450,SUP,3/2
25,459,SUP,3/2
47,468,SUP,3/2
66,469,SUP,3/2
356,472,SUP,3/2
119,477,SUP,3/2
411,484,SUP,3/2
129,485,SUP,3/2
362,486,SUP,3/2
16,494,SUP,3/2
344,499,SUP,3/2
21,510,SUP,3/2
38,511,SUP,3/2
39,514,SUP,3/2
25,520,SUP,3/2
66,521,SUP,3/2
327,530,SUP,3/2
130,532,SUP,3/2
132,533,SUP,3/2
129,540,SUP,3/2
128,541,SUP,3/2
132,543,SUP,3/2
71,549,SUP,3/2
32,555,SUP,3/2
28,556,SUP,3/2
407,558,SUP,3/2
360,560,SUP,3/2
580,566,SUP,3/2
414,581,SUP,3/2
28,593,SUP,3/2
387,611,SUP,3/2
16,614,SUP,3/2
38,616,SUP,3/2
124,620,SUP,3/2
39,624,SUP,3/2
37,625,SUP,3/2
36,628,SUP,3/2
42,629,SUP,3/2
35,631,SUP,3/2
36,632,SUP,3/2
42,638,SUP,3/2
28,639,SUP,3/2
35,640,SUP,3/2
35,641,SUP,3/2
406,652,SUP,3/2
151,656,SUP,3/2
120,658,SUP,3/2
406,664,SUP,3/2
151,667,SUP,3/2
121,676,SUP,3/2
146,677,SUP,3/2
123,678,SUP,3/2
121,687,SUP,3/2
124,690,SUP,3/2
3,691,SUP,3/2
260,692,SUP,3/2
149,695,SUP,3/2
5,712,SUP,3/2
327,714,SUP,3/2
11,715,SUP,3/2
136,716,SUP,3/2
22,722,SUP,3/2
123,724,SUP,3/2
22,727,SUP,3/2
7,734,SUP,3/2
151,735,SUP,3/2
258,739,SUP,3/2
124,742,SUP,3/2
415,753,SUP,3/2
30,754,SUP,3/2
32,758,SUP,3/2
137,766,SUP,3/2
25,780,SUP,3/2
418,797,SUP,3/2
71,821,SUP,3/2
345,823,SUP,3/2
385,829,W/M,3/2
28,836,SUP,3/2
345,838,SUP,3/2
27,843,SUP,3/2
262,844,SUP,3/2
28,862,SUP,3/2
28,864,SUP,3/2
387,868,SUP,3/2
141,874,SUP,3/2
24,878,SUP,3/2
41,881,SUP,3/2
27,889,SUP,3/2
356,894,SUP,3/2
251,902,SUP,3/2
379,905,SUP,3/2
384,906,SUP,3/2
128,911,SUP,3/2
388,921,SUP,3/2
243,922,SUP,3/2
16,932,SUP,3/2
273,936,SUP,3/2
27,952,SUP,3/2
378,953,SUP,3/2
350,975,SUP,3/2
378,980,SUP,3/2
391,984,SUP,3/2
356,992,SUP,3/2
27,1006,SUP,3/2
378,1008,SUP,3/2
29,1011,SUP,3/2
361,1014,SUP,3/2
389,1019,SUP,3/2
580,1026,SUP,3/2
243,1033,SUP,3/2
294,1036,SUP,3/2
36,1037,SUP,3/2
379,1045,SUP,3/2
388,1058,SUP,3/2
27,1072,SUP,3/2
141,1106,SUP,3/2
21,1111,SUP,3/2
16,1112,SUP,3/2
349,1116,SUP,3/2
360,1120,SUP,3/2
18,1122,SUP,3/2
35,1123,SUP,3/2
39,1130,SUP,3/2
298,1132,SUP,3/2
309,1133,SUP,3/2
38,1135,SUP,3/2
441,1138,W/M,3/2
243,1142,SUP,3/2
42,1144,SUP,3/2
36,1146,SUP,3/2
362,1151,SUP,3/2
32,1153,SUP,3/2
243,1160,SUP,3/2
41,1164,SUP,3/2
441,1176,SUP,3/2
23,1181,SUP,3/2
41,1183,SUP,3/2
257,1190,SUP,3/2
391,1200,SUP,3/2
438,1202,SUP,3/2
66,1204,SUP,3/2
120,1215,SUP,3/2
379,1231,SUP,3/2
35,1244,SUP,3/2
380,1252,SUP,3/2
309,1255,SUP,3/2
254,1263,SUP,3/2
222,1264,SUP,3/2
389,1273,SUP,3/2
441,1274,SUP,3/2
482,1275,SUP,3/2
444,1276,SUP,3/2
388,1280,SUP,3/2
42,1281,SUP,3/2
418,1285,SUP,3/2
296,1288,SUP,3/2
221,1289,SUP,3/2
247,1294,SUP,3/2
364,1299,SUP,3/2
247,1304,SUP,3/2
441,1305,SUP,3/2
387,1306,SUP,3/2
380,1308,SUP,3/2
251,1310,SUP,3/2
381,1315,SUP,3/2
122,1319,SUP,3/2
299,1321,SUP,3/2
278,1323,W/M,3/2
243,1327,SUP,3/2
247,1329,SUP,3/2
222,1330,SUP,3/2
223,1331,SUP,3/2
315,1335,SUP,3/2
41,1339,SUP,3/2
254,1341,SUP,3/2
317,1351,SUP,3/2
251,1356,SUP,3/2
317,1360,SUP,3/2
426,1361,SUP,3/2
365,1370,SUP,3/2
152,1376,SUP,3/2
29,1383,SUP,3/2
441,1396,SUP,3/2
384,1397,SUP,3/2
21,1400,SUP,3/2
18,1403,SUP,3/2
221,1407,SUP,3/2
223,1410,SUP,3/2
381,1412,SUP,3/2
384,1414,SUP,3/2
203,1423,SUP,3/2
213,1429,SUP,3/2
439,1430,SUP,3/2
204,1432,SUP,3/2
222,1433,SUP,3/2
391,1434,SUP,3/2
405,1438,SUP,3/2
405,1439,SUP,3/2
225,1443,SUP,3/2
213,1448,SUP,3/2
439,1449,SUP,3/2
120,1458,SUP,3/2
381,1461,SUP,3/2
121,1466,SUP,3/2
259,1478,SUP,3/2
382,1485,SUP,3/2
376,1492,SUP,3/2
415,1496,SUP,3/2
301,1502,SUP,3/2
382,1508,SUP,3/2
442,1515,SUP,3/2
482,1518,SUP,3/2
218,1519,SUP,3/2
415,1528,SUP,3/2
136,1530,SUP,3/2
234,1537,W/M,3/2
412,1545,SUP,3/2
246,1547,SUP,3/2
229,1568,SUP,3/2
248,1570,SUP,3/2
442,1571,SUP,3/2
23,1578,SUP,3/2
26,1586,SUP,3/2
202,1593,SUP,3/2
219,1594,SUP,3/2
356,1597,SUP,3/2
430,1604,SUP,3/2
237,1607,SUP,3/2
419,1609,SUP,3/2
381,1617,SUP,3/2
213,1622,SUP,3/2
442,1635,SUP,3/2
202,1642,SUP,3/2
439,1643,SUP,3/2
232,1644,SUP,3/2
444,1650,SUP,3/2
320,1653,SUP,3/2
482,1655,SUP,3/2
228,1656,SUP,3/2
379,1659,SUP,3/2
239,1665,SUP,3/2
438,1669,SUP,3/2
438,1679,SUP,3/2
376,1689,SUP,3/2
427,1695,SUP,3/2
183,1698,SUP,3/2
208,1707,SUP,3/2
248,1709,SUP,3/2
285,1715,W/M,3/2
222,1718,SUP,3/2
418,1721,SUP,3/2
203,1733,SUP,3/2
227,1739,SUP,3/2
165,1742,SUP,3/2
36,1748,SUP,3/2
183,1749,SUP,3/2
222,1750,SUP,3/2
203,1754,SUP,3/2
239,1758,SUP,3/2
288,1759,SUP,3/2
157,1762,SUP,3/2
413,1764,SUP,3/2
237,1765,SUP,3/2
23,1766,SUP,3/2
300,1767,SUP,3/2
582,1768,SUP,3/2
231,1769,SUP,3/2
229,1770,SUP,3/2
468,1772,SUP,3/2
478,1775,SUP,3/2
442,1776,SUP,3/2
216,1782,SUP,3/2
580,1783,SUP,3/2
183,1788,SUP,3/2
477,1793,SUP,3/2
232,1794,SUP,3/2
294,1795,W/M,3/2
184,1796,SUP,3/2
179,1797,SUP,3/2
202,1809,SUP,3/2
475,1817,SUP,3/2
436,1819,SUP,3/2
229,1820,SUP,3/2
234,1823,SUP,3/2
582,1827,SUP,3/2
439,1828,SUP,3/2
37,1829,SUP,3/2
468,1834,SUP,3/2
214,1839,SUP,3/2
477,1843,W/M,3/2
234,1850,SUP,3/2
179,1856,SUP,3/2
209,1857,W/M,3/2
209,1863,SUP,3/2
180,1868,SUP,3/2
383,1872,SUP,3/2
161,1873,SUP,3/2
468,1880,SUP,3/2
229,1885,SUP,3/2
232,1887,W/M,3/2
285,1890,SUP,3/2
214,1894,SUP,3/2
391,1896,SUP,3/2
383,1901,SUP,3/2
215,1911,SUP,3/2
178,1921,W/M,3/2
184,1930,W/M,3/2
237,1935,SUP,3/2
216,1937,SUP,3/2
180,1939,SUP,3/2
399,1951,SUP,3/2
297,1953,SUP,3/2
183,1954,SUP,3/2
247,1962,SUP,3/2
161,1964,SUP,3/2
432,1965,SUP,3/2
159,1970,SUP,3/2
181,1975,SUP,3/2
