3545,6,8,14,Active
2403,24,8,32,Active
1015,16,16,32,Active
1155,18,16,34,Active
1598,8,16,24,Active
1642,10,16,26,Active
1659,11,16,27,Active
2435,24,4,28,Active
2485,11,16,27,Active
2598,17,2,19,Active
5809,16,16,32,Active
972,0,0,0,Active
1139,13,16,29,Active
1174,12,16,28,Active
1187,8,6,14,Active
1438,18,16,34,Active
167,7,16,23,Active
1705,10,16,26,Active
20,10,16,26,Active
2210,22,8,30,Active
2320,10,8,18,Active
246,8,8,16,Active
2752,10,16,26,Active
2792,8,8,16,Active
3501,10,16,26,Active
365,14,16,30,Active
3868,13,16,29,Active
4244,9,16,25,Active
4388,3,14,17,Active
4390,3,12,15,Active
443,8,16,24,Active
4570,10,8,18,Active
5204,4,9,13,Active
5376,12,16,28,Active
5705,11,16,27,Active
723,12,16,28,Active
749,10,16,26,Active
1771,18,16,34,Active
4202,12,8,20,Active
115,12,16,28,Active
1217,8,8,16,Active
237,11,16,27,Active
2452,19,4,23,Active
2599,18,16,34,Active
3004,24,4,28,Active
3103,10,8,18,Active
3154,4,12,16,Active
3305,9,16,25,Active
3332,9,16,25,Active
3390,12,16,28,Active
3474,16,16,32,Active
3784,13,16,29,Active
4583,10,8,18,Active
4664,11,16,27,Active
5137,22,8,30,Active
5231,11,8,19,Active
5435,23,4,27,Active
553,16,16,32,Active
569,9,16,25,Active
5758,4,10,14,Active
6170,3,12,15,Active
6394,19,4,23,Active
64,8,16,24,Active
738,10,16,26,Active
817,26,4,30,Active
2214,22,8,30,Active
2289,14,8,22,Active
1169,8,6,14,Active
1499,12,16,28,Active
1862,22,4,26,Active
1891,18,4,22,Active
2126,10,10,20,Active
2261,20,8,28,Active
2293,7,16,23,Active
2392,4,9,13,Active
2406,3,10,13,Active
2645,8,8,16,Active
2860,28,4,32,Active
2933,14,16,30,Active
338,10,16,26,Active
3384,9,16,25,Active
4403,11,16,27,Active
456,18,16,34,Active
479,14,16,30,Active
5154,28,4,32,Active
6173,11,8,19,Active
7304,3,11,14,Active
761,9,16,25,Active
879,10,16,26,Active
2130,10,16,26,Active
1407,12,16,28,Active
1810,24,8,32,Active
2887,3,12,15,Active
2950,28,4,32,Active
3533,24,4,28,Active
409,8,8,16,Active
4609,19,8,27,Active
5420,36,4,40,Active
5735,10,16,26,Active
751,8,6,14,Active
3469,32,4,36,Active
558,18,16,34,Active
6930,11,16,27,Active
1093,9,16,25,Active
1136,15,8,23,Active
1467,7,8,15,Active
2015,14,8,22,Active
2075,17,8,25,Active
2479,23,4,27,Active
2592,22,4,26,Active
2641,20,16,36,Active
3145,3,11,14,Active
3352,22,4,26,Active
3473,26,4,30,Active
3724,7,3,10,Active
3805,10,16,26,Active
4350,8,16,24,Active
4415,4,12,16,Active
5116,16,16,32,Active
5186,18,16,34,Active
5402,26,4,30,Active
5740,2,13,15,Active
582,16,16,32,Active
5965,24,4,28,Active
5992,9,16,25,Active
6576,10,16,26,Active
7020,16,8,24,Active
5485,24,4,28,Active
1035,18,16,34,Active
1110,8,8,16,Active
1253,26,4,30,Active
1521,19,4,23,Active
1909,24,4,28,Active
200,14,16,30,Active
229,8,8,16,Active
2482,30,4,34,Active
3217,10,8,18,Active
3447,26,8,34,Active
3607,8,16,24,Active
3729,30,4,34,Active
3738,11,16,27,Active
5368,26,4,30,Active
5886,10,8,18,Active
628,23,4,27,Active
7315,4,9,13,Active
880,32,4,36,Active
1828,16,16,32,Active
1384,6,16,22,Active
1472,16,16,32,Active
1595,12,16,28,Active
1674,30,4,34,Active
1988,28,4,32,Active
226,8,16,24,Active
2414,3,9,12,Active
2667,24,4,28,Active
2716,20,16,36,Active
2727,26,4,30,Active
3159,30,4,34,Active
4324,3,12,15,Active
4503,28,4,32,Active
5386,10,16,26,Active
5768,11,8,19,Active
5806,9,16,25,Active
62,9,16,25,Active
6577,4,9,13,Active
7247,6,4,10,Active
744,18,16,34,Active
1059,10,16,26,Active
1266,26,8,34,Active
1563,30,4,34,Active
1774,24,8,32,Active
2004,16,16,32,Active
2027,22,16,38,Active
2031,16,8,24,Active
2140,13,8,21,Active
2358,14,16,30,Active
2481,11,16,27,Active
3014,26,4,30,Active
3234,10,16,26,Active
324,8,8,16,Active
3498,12,16,28,Active
3733,14,16,30,Active
3745,4,9,13,Active
387,8,6,14,Active
3899,2,14,16,Active
5039,24,8,32,Active
5224,4,9,13,Active
5245,11,16,27,Active
5248,4,10,14,Active
5864,10,16,26,Active
708,14,16,30,Active
7221,4,9,13,Active
7245,6,6,12,Active
888,8,8,16,Active
2095,12,16,28,Active
2940,4,9,13,Active
1043,8,8,16,Active
109,8,8,16,Active
1135,10,16,26,Active
1309,20,8,28,Active
1558,10,16,26,Active
1584,28,4,32,Active
1600,11,16,27,Active
1880,14,16,30,Active
1976,13,16,29,Active
207,8,8,16,Active
2350,13,16,29,Active
2500,4,8,12,Active
2572,10,8,18,Active
2849,8,8,16,Active
3475,16,8,24,Active
3487,20,16,36,Active
3812,13,8,21,Active
4174,4,9,13,Active
429,10,16,26,Active
4556,12,8,20,Active
4626,3,12,15,Active
5198,4,9,13,Active
5291,4,12,16,Active
541,18,16,34,Active
6398,3,9,12,Active
6879,12,16,28,Active
7099,3,12,15,Active
985,8,8,16,Active
6786,4,9,13,Active
1235,11,8,19,Active
1254,18,16,34,Active
1364,22,16,38,Active
1574,26,4,30,Active
161,10,6,16,Active
1660,26,4,30,Active
183,8,6,14,Active
1932,16,16,32,Active
1966,12,16,28,Active
2046,14,16,30,Active
211,10,16,26,Active
2141,21,4,25,Active
2209,15,16,31,Active
2516,28,4,32,Active
3059,8,16,24,Active
3183,3,12,15,Active
351,8,16,24,Active
3604,4,12,16,Active
3760,9,16,25,Active
4169,3,12,15,Active
5043,4,12,16,Active
5295,26,4,30,Active
547,12,16,28,Active
55,9,8,17,Active
5898,11,16,27,Active
5935,19,4,23,Active
595,14,16,30,Active
825,8,8,16,Active
897,7,8,15,Active
912,22,4,26,Active
978,10,16,26,Active
2607,8,8,16,Active
3603,3,12,15,Active
4530,3,12,15,Active
5147,32,4,36,Active
1057,8,6,14,Active
107,11,16,27,Active
114,8,16,24,Active
1188,17,8,25,Active
1607,20,16,36,Active
1724,8,16,24,Active
1784,28,4,32,Active
1797,18,8,26,Active
1940,20,8,28,Active
1965,19,16,35,Active
1973,15,16,31,Active
2166,24,8,32,Active
2431,4,13,17,Active
2695,20,16,36,Active
2805,8,8,16,Active
2871,22,4,26,Active
296,8,10,18,Active
3209,12,16,28,Active
3339,17,8,25,Active
3356,4,10,14,Active
3404,16,16,32,Active
3411,4,0,4,Active
3566,26,4,30,Active
3619,4,10,14,Active
3628,2,10,12,Active
3727,3,12,15,Active
3843,10,16,26,Active
3848,16,16,32,Active
3876,12,16,28,Active
438,6,4,10,Active
4692,4,12,16,Active
4757,3,11,14,Active
5093,4,9,13,Active
5134,30,4,34,Active
5632,9,8,17,Active
5738,4,10,14,Active
603,13,16,29,Active
6548,4,7,11,Active
7301,11,16,27,Active
7342,3,9,12,Active
849,24,8,32,Active
884,15,16,31,Active
900,8,8,16,Active
5165,12,16,28,Active
1160,18,16,34,Active
1389,9,8,17,Active
1408,12,16,28,Active
1589,16,4,20,Active
1798,9,16,25,Active
1819,12,16,28,Active
1883,13,16,29,Active
2005,24,8,32,Active
2122,13,7,20,Active
2211,12,16,28,Active
2279,20,8,28,Active
2386,12,16,28,Active
2439,24,8,32,Active
2548,12,16,28,Active
2617,9,16,25,Active
2686,4,12,16,Active
2724,20,8,28,Active
2761,12,16,28,Active
3286,11,16,27,Active
3308,14,16,30,Active
3340,4,12,16,Active
3429,11,16,27,Active
3693,13,16,29,Active
372,18,16,34,Active
3740,2,14,16,Active
3809,8,6,14,Active
4111,12,16,28,Active
422,8,16,24,Active
4471,5,6,11,Active
4479,14,16,30,Active
4506,15,16,31,Active
5107,4,12,16,Active
5258,4,10,14,Active
5285,18,16,34,Active
5317,26,4,30,Active
5355,9,16,25,Active
5382,13,8,21,Active
5393,3,11,14,Active
5481,13,8,21,Active
5755,4,9,13,Active
5769,4,9,13,Active
5831,0,0,0,Active
5982,0,0,0,Active
5990,0,0,0,Active
7205,2,14,16,Active
7209,4,12,16,Active
7238,6,6,12,Active
7246,6,6,12,Active
1143,8,16,24,Active
1243,16,16,32,Active
1287,15,16,31,Active
1760,10,12,22,Active
178,6,8,14,Active
1935,20,16,36,Active
1967,18,8,26,Active
1999,10,16,26,Active
2107,10,16,26,Active
242,9,16,25,Active
2453,10,16,26,Active
2654,8,8,16,Active
2757,14,16,30,Active
2856,8,7,15,Active
2908,8,8,16,Active
3118,12,8,20,Active
3191,8,8,16,Active
3504,3,12,15,Active
3736,3,12,15,Active
3806,8,16,24,Active
3872,16,16,32,Active
3880,3,9,12,Active
4377,0,0,0,Active
466,9,8,17,Active
4849,11,16,27,Active
486,8,16,24,Active
506,8,6,14,Active
5190,18,16,34,Active
5215,19,8,27,Active
5287,11,16,27,Active
5369,15,16,31,Active
642,10,16,26,Active
6967,3,9,12,Active
7296,3,11,14,Active
881,18,16,34,Active
1001,17,16,33,Active
1114,8,6,14,Active
1131,10,8,18,Active
1221,20,16,36,Active
2053,8,8,16,Active
2280,22,8,30,Active
2477,12,16,28,Active
2519,16,16,32,Active
2731,4,9,13,Active
286,14,16,30,Active
2875,3,12,15,Active
3104,4,9,13,Active
3177,8,8,16,Active
3274,18,16,34,Active
3409,14,16,30,Active
5148,2,14,16,Active
523,9,8,17,Active
5304,4,12,16,Active
5628,11,8,19,Active
651,24,8,32,Active
843,5,8,13,Active
975,14,16,30,Active
1789,15,16,31,Active
1061,8,6,14,Active
1376,18,16,34,Active
1624,17,4,21,Active
2117,10,16,26,Active
2213,22,8,30,Active
3139,4,12,16,Active
3810,10,16,26,Active
5227,6,16,22,Active
5609,0,0,0,Active
629,10,16,26,Active
677,18,16,34,Active
917,7,8,15,Active
1273,18,16,34,Active
1451,8,6,14,Active
1879,14,8,22,Active
2240,14,8,22,Active
2983,5,12,17,Active
3296,26,8,34,Active
3568,18,16,34,Active
5325,16,8,24,Active
5713,9,16,25,Active
5793,16,16,32,Active
5888,8,8,16,Active
591,8,16,24,Active
1285,16,16,32,Active
1739,20,16,36,Active
1765,13,16,29,Active
2282,22,8,30,Active
4210,4,8,12,Active
4303,22,4,26,Active
4569,8,6,14,Active
5451,4,12,16,Active
5859,12,8,20,Active
2441,13,16,29,Active
5701,11,16,27,Active
7199,10,16,26,Active
1029,9,8,17,Active
1060,16,16,32,Active
1075,18,16,34,Active
1227,15,16,31,Active
1270,20,16,36,Active
1541,24,8,32,Active
1552,18,8,26,Active
1675,10,16,26,Active
1725,12,16,28,Active
1758,11,16,27,Active
1762,17,16,33,Active
1807,17,8,25,Active
1961,12,16,28,Active
1968,22,8,30,Active
2263,15,8,23,Active
2631,14,16,30,Active
2726,24,4,28,Active
2893,9,16,25,Active
3304,13,16,29,Active
3342,13,16,29,Active
3391,13,16,29,Active
341,6,9,15,Active
3436,16,8,24,Active
4148,2,14,16,Active
4355,9,8,17,Active
4365,16,8,24,Active
440,12,16,28,Active
4553,20,8,28,Active
472,20,16,36,Active
4747,5,8,13,Active
5242,18,16,34,Active
5751,14,8,22,Active
5842,12,16,28,Active
586,18,16,34,Active
7004,3,12,15,Active
1279,16,16,32,Active
1416,8,16,24,Active
1468,10,16,26,Active
1634,18,16,34,Active
1666,18,8,26,Active
1667,9,16,25,Active
1707,16,16,32,Active
1865,9,8,17,Active
1873,13,16,29,Active
1875,20,16,36,Active
2078,16,16,32,Active
2155,14,8,22,Active
2159,14,16,30,Active
2368,16,16,32,Active
2491,20,8,28,Active
2664,8,8,16,Active
2809,9,16,25,Active
3055,12,16,28,Active
3381,8,6,14,Active
346,10,8,18,Active
3513,18,16,34,Active
370,8,16,24,Active
3867,18,16,34,Active
406,13,16,29,Active
418,8,6,14,Active
4461,8,8,16,Active
447,16,16,32,Active
461,18,16,34,Active
4635,10,16,26,Active
5028,24,8,32,Active
5489,10,8,18,Active
585,14,16,30,Active
611,18,16,34,Active
621,9,16,25,Active
670,18,16,34,Active
803,11,8,19,Active
876,9,16,25,Active
909,16,16,32,Active
931,14,16,30,Active
935,24,8,32,Active
953,16,16,32,Active
970,13,16,29,Active
973,18,16,34,Active
1257,7,6,13,Active
1453,16,16,32,Active
1549,24,8,32,Active
1614,13,8,21,Active
1746,16,16,32,Active
1905,10,16,26,Active
1907,10,16,26,Active
1980,11,16,27,Active
2176,12,16,28,Active
2223,15,16,31,Active
2277,10,8,18,Active
2467,5,12,17,Active
2522,18,16,34,Active
2610,14,16,30,Active
2888,11,16,27,Active
310,9,16,25,Active
3420,0,0,0,Active
3531,20,16,36,Active
360,10,16,26,Active
3658,16,8,24,Active
3720,18,4,22,Active
3751,18,16,34,Active
4295,9,16,25,Active
4639,9,16,25,Active
5145,9,16,25,Active
529,18,16,34,Active
5360,8,8,16,Active
5808,9,16,25,Active
5857,14,8,22,Active
5976,11,16,27,Active
605,20,8,28,Active
6932,10,16,26,Active
750,0,0,0,Active
853,16,16,32,Active
858,8,6,14,Active
1435,8,16,24,Active
146,10,8,18,Active
1511,16,16,32,Active
1516,10,16,26,Active
1733,14,16,30,Active
1744,12,16,28,Active
181,8,16,24,Active
1906,6,8,14,Active
1958,6,16,22,Active
2238,22,8,30,Active
2259,16,16,32,Active
2352,18,16,34,Active
239,8,8,16,Active
2769,10,16,26,Active
2930,4,12,16,Active
2939,9,16,25,Active
3042,3,12,15,Active
305,8,8,16,Active
3123,4,9,13,Active
3208,18,16,34,Active
3307,10,16,26,Active
3338,4,12,16,Active
3634,10,16,26,Active
3752,4,12,16,Active
3761,10,16,26,Active
3768,7,16,23,Active
4112,16,16,32,Active
4233,4,10,14,Active
4246,8,8,16,Active
4371,4,12,16,Active
4378,10,16,26,Active
4439,11,8,19,Active
5663,0,0,0,Active
6098,4,12,16,Active
7098,3,12,15,Active
7329,4,12,16,Active
889,18,8,26,Active
989,16,16,32,Active
3408,28,4,32,Active
1280,24,8,32,Active
1313,16,8,24,Active
1360,14,16,30,Active
1363,12,16,28,Active
1450,12,16,28,Active
1650,10,8,18,Active
1882,12,8,20,Active
1886,14,16,30,Active
1915,14,16,30,Active
2081,10,16,26,Active
21,10,16,26,Active
2119,18,7,25,Active
2257,19,8,27,Active
2359,14,16,30,Active
2506,8,16,24,Active
263,12,16,28,Active
325,8,16,24,Active
3423,13,8,21,Active
3465,24,8,32,Active
3587,15,8,23,Active
369,9,16,25,Active
3844,4,9,13,Active
3847,12,16,28,Active
4161,22,8,30,Active
4404,11,16,27,Active
4528,4,8,12,Active
470,14,16,30,Active
476,8,16,24,Active
5159,16,16,32,Active
5219,10,8,18,Active
5314,4,12,16,Active
5461,14,8,22,Active
5644,12,8,20,Active
5812,9,12,21,Active
5840,3,7,10,Active
590,16,16,32,Active
6174,4,9,13,Active
6263,4,7,11,Active
7087,8,16,24,Active
823,12,16,28,Active
1170,14,8,22,Active
1265,11,8,19,Active
1377,10,16,26,Active
1427,13,16,29,Active
1602,10,12,22,Active
1737,9,16,25,Active
1839,11,16,27,Active
2448,10,16,26,Active
2468,4,12,16,Active
2545,14,16,30,Active
2634,9,16,25,Active
2833,8,8,16,Active
3066,4,12,16,Active
3412,9,16,25,Active
3712,14,8,22,Active
379,10,16,26,Active
3884,10,6,16,Active
4413,4,9,13,Active
451,16,16,32,Active
4734,11,8,19,Active
5250,18,16,34,Active
602,12,16,28,Active
6951,9,8,17,Active
939,16,16,32,Active
1190,12,16,28,Active
1585,14,16,30,Active
1864,20,8,28,Active
1914,18,4,22,Active
2369,9,16,25,Active
295,8,16,24,Active
3243,14,16,30,Active
3489,12,8,20,Active
4238,13,16,29,Active
4374,7,16,23,Active
502,10,16,26,Active
5429,16,16,32,Active
5843,16,8,24,Active
6390,4,12,16,Active
6588,3,12,15,Active
865,18,16,34,Active
98,9,16,25,Active
1484,12,16,28,Active
1487,14,16,30,Active
2070,20,4,24,Active
217,15,8,23,Active
3081,11,8,19,Active
5894,10,8,18,Active
5959,11,16,27,Active
1572,14,16,30,Active
1884,16,16,32,Active
2242,12,8,20,Active
3151,11,16,27,Active
3646,4,9,13,Active
4220,3,11,14,Active
4239,24,4,28,Active
4452,3,9,12,Active
5710,12,8,20,Active
5907,4,10,14,Active
6963,14,16,30,Active
7178,10,16,26,Active
85,15,16,31,Active
867,18,16,34,Active
892,14,16,30,Active
1211,8,16,24,Active
1929,13,16,29,Active
3293,12,16,28,Active
3479,4,12,16,Active
3522,16,16,32,Active
3796,14,16,30,Active
5007,0,0,0,Active
924,11,16,27,Active
936,18,16,34,Active
1108,8,6,14,Active
1185,15,8,23,Active
1640,11,16,27,Active
3210,9,16,25,Active
3357,4,8,12,Active
4139,4,12,16,Active
4164,9,16,25,Active
5306,4,12,16,Active
5494,18,16,34,Active
5641,8,12,20,Active
1463,14,16,30,Active
5141,15,16,31,Active
3266,16,8,24,Active
3709,12,16,28,Active
4603,4,12,16,Active
2229,12,16,28,Active
3129,12,16,28,Active
4621,12,16,28,Active
2800,14,16,30,Active
4245,4,9,13,Active
2515,22,4,26,Active
