Store Number,Item Number,Billed Qty (Eaches),Actual Qty (Eaches),Difference
381,655978596,24,8,16
381,658942525,120,8,112
381,659337445,36,12,24
381,666810356,4,1,3
381,669772431,8,4,4
381,670122381,72,24,48
381,671445341,36,9,27
383,553473452,48,12,36
383,554711016,24,4,20
383,566379415,32,8,24
383,566906323,24,8,16
383,567451560,72,12,60
383,567451576,432,72,360
383,567451628,108,18,90
383,568485714,4,1,3
383,576025422,144,12,132
383,577632500,48,12,36
383,578306309,24,4,20
383,578471360,48,8,40
383,579018526,24,1,23
383,583271930,6,3,3
383,584746992,36,6,30
383,585483928,72,12,60
383,586940352,12,1,11
383,595621004,12,2,10
383,652763645,12,2,10
383,653466998,60,10,50
383,655978596,24,8,16
383,656827097,18,6,12
383,658942524,288,12,276
383,658942525,120,8,112
383,659337445,24,8,16
383,666810356,4,1,3
383,669772431,6,3,3
383,671445341,24,6,18
398,553473452,72,18,54
398,554711016,48,8,40
398,566379415,48,12,36
398,566906323,60,20,40
398,567451560,72,12,60
398,567451576,792,132,660
398,567451628,180,30,150
398,568485714,4,1,3
398,576025422,144,12,132
398,576886796,4,1,3
398,577632500,120,30,90
398,578471360,72,12,60
398,579018526,120,5,115
398,583271930,6,3,3
398,584746992,36,6,30
398,585483928,72,12,60
398,586940352,12,1,11
398,595421004,4,1,3
398,595621004,36,6,30
398,598977946,18,3,15
398,652763645,12,2,10
398,653466998,30,5,25
398,655978596,12,4,8
398,656827097,36,12,24
398,658942524,288,12,276
398,658942525,120,8,112
398,659337445,60,20,40
398,666810356,4,1,3
398,669772431,4,2,2
398,670122381,108,36,72
398,671445341,24,6,18
399,553473452,144,36,108
399,554711016,24,4,20
399,566379415,32,8,24
399,566906323,24,8,16
399,567451560,72,12,60
399,567451576,396,66,330
399,567451628,108,18,90
399,570797449,18,3,15
399,576025422,360,30,330
399,577632500,72,18,54
399,578306309,24,4,20
399,578471360,120,20,100
399,579018526,96,4,92
399,583271930,4,2,2
399,584746992,36,6,30
399,585483928,144,24,120
399,586940352,12,1,11
399,595621004,12,2,10
399,652763645,12,2,10
399,653466998,30,5,25
399,655978596,24,8,16
399,658942524,288,12,276
399,658942525,120,8,112
399,659337445,48,16,32
399,666810356,4,1,3
399,669772431,4,2,2
399,671445341,12,3,9
407,553473452,48,12,36
407,554711016,24,4,20
407,566379415,48,12,36
407,566906323,24,8,16
407,567451560,36,6,30
407,567451576,216,36,180
407,567451628,108,18,90
407,576025422,216,18,198
407,576886796,4,1,3
407,577632500,48,12,36
407,578306309,72,12,60
407,578471360,96,16,80
407,579018526,120,5,115
407,583271930,10,5,5
407,584746992,108,18,90
407,585483928,72,12,60
407,586940352,12,1,11
407,595421004,8,2,6
407,595621004,12,2,10
407,650707944,912,152,760
407,652763645,12,2,10
407,653466998,90,15,75
407,655978596,24,8,16
407,656827097,18,6,12
407,658942524,288,12,276
407,659337445,48,16,32
407,666810356,4,1,3
407,669772431,42,21,21
407,671445341,24,6,18
412,553473452,96,24,72
412,554711016,24,4,20
412,566379415,16,4,12
412,566906323,24,8,16
412,567451560,36,6,30
412,567451576,252,42,210
412,567451628,108,18,90
412,568162295,3,1,2
412,568485714,16,4,12
412,576025422,144,12,132
412,577632500,72,18,54
412,578306309,24,4,20
412,578471360,24,4,20
412,579018526,120,5,115
412,583271930,4,2,2
412,584746992,72,12,60
412,585483928,72,12,60
412,586940352,12,1,11
412,595421004,4,1,3
412,595621004,12,2,10
412,652763645,12,2,10
412,653466998,60,10,50
412,655978596,24,8,16
412,656827097,18,6,12
412,658942524,288,12,276
412,658942525,120,8,112
412,659337445,48,16,32
412,666810356,4,1,3
412,669772431,4,2,2
412,671445341,204,51,153
417,553473452,144,36,108
417,554711016,48,8,40
417,556329130,72,3,69
417,566379415,16,4,12
417,566906323,12,4,8
417,567451560,72,12,60
417,567451576,360,60,300
417,567451628,180,30,150
417,568162295,3,1,2
417,568485714,4,1,3
417,573415795,6,1,5
417,576025422,144,12,132
417,577632500,144,36,108
417,578306309,72,12,60
417,578471360,96,16,80
417,579018526,72,3,69
417,583271930,2,1,1
417,584746992,108,18,90
417,585483928,120,20,100
417,586940352,12,1,11
417,595421004,4,1,3
417,595621004,36,6,30
417,652763645,36,6,30
417,653466998,60,10,50
417,655978596,12,4,8
417,656827097,18,6,12
417,658942524,288,12,276
417,658942525,120,8,112
417,659337445,48,16,32
417,669772431,2,1,1
427,553473452,48,12,36
427,554711016,72,12,60
427,556339949,36,6,30
427,566379415,32,8,24
427,566906323,36,12,24
427,567451560,72,12,60
427,567451576,468,78,390
427,567451628,108,18,90
427,568485714,4,1,3
427,576025422,216,18,198
427,576886796,4,1,3
427,577632500,72,18,54
427,578306309,24,4,20
427,578471360,48,8,40
427,579018526,96,4,92
427,583271930,6,3,3
427,584746992,72,12,60
427,585483928,72,12,60
427,586940352,12,1,11
427,595421004,8,2,6
427,595621004,12,2,10
427,650707944,720,120,600
427,652763645,12,2,10
427,653466998,60,10,50
427,655978596,36,12,24
427,658942524,288,12,276
427,658942525,120,8,112
427,665260220,72,9,63
427,666810356,8,2,6
427,669772431,14,7,7
427,670122381,72,24,48
427,671445341,12,3,9
446,553473452,48,12,36
446,554711016,24,4,20
446,566379415,16,4,12
446,566906323,12,4,8
446,567451560,36,6,30
446,567451576,108,18,90
446,567451628,36,6,30
446,568485714,12,3,9
446,576025422,72,6,66
446,576886796,4,1,3
446,578471360,48,8,40
446,579018526,24,1,23
446,583271930,6,3,3
446,584746992,36,6,30
446,585483928,48,8,40
446,586940352,12,1,11
446,650707944,24,4,20
446,653466998,30,5,25
446,656827097,18,6,12
446,658942524,288,12,276
446,658942525,120,8,112
446,669772431,8,4,4
446,671445341,12,3,9
448,553257276,96,6,90
448,553473452,48,12,36
448,554050671,72,6,66
448,554711016,24,4,20
448,566379415,16,4,12
448,566906323,12,4,8
448,567451560,72,12,60
448,567451576,288,48,240
448,567451628,108,18,90
448,568485714,4,1,3
448,576025422,144,12,132
448,576886796,4,1,3
448,577632500,72,18,54
448,578306309,24,4,20
448,578471360,72,12,60
448,579018526,72,3,69
448,583271930,6,3,3
448,584746992,36,6,30
448,585483928,96,16,80
448,586940352,36,3,33
448,595421004,4,1,3
448,595621004,12,2,10
448,596798127,12,3,9
448,650707944,24,4,20
448,651818981,24,3,21
448,652763645,24,4,20
448,653466998,30,5,25
448,655978596,12,4,8
448,656827097,18,6,12
448,658942525,120,8,112
448,659337445,48,16,32
448,666810356,4,1,3
448,669772431,6,3,3
448,671445341,12,3,9
471,4647649,12,3,9
471,553473452,48,12,36
471,566379415,48,12,36
471,566906323,12,4,8
471,567451560,36,6,30
471,567451576,36,6,30
471,567451628,36,6,30
471,568485714,8,2,6
471,576025422,72,6,66
471,577632500,48,12,36
471,578306309,72,12,60
471,578471360,24,4,20
471,579018526,48,2,46
471,583271930,6,3,3
471,585483928,72,12,60
471,586940352,12,1,11
471,595421004,8,2,6
471,595621004,12,2,10
471,650707944,48,8,40
471,652763645,12,2,10
471,653466998,30,5,25
471,655978596,12,4,8
471,658942524,288,12,276
471,659337445,24,8,16
471,666810356,4,1,3
471,669772431,4,2,2
471,670122381,60,20,40
476,553473452,72,18,54
476,554711016,24,4,20
476,566379415,16,4,12
476,566906323,24,8,16
476,567451560,72,12,60
476,567451576,216,36,180
476,567451628,144,24,120
476,568485714,4,1,3
476,576025422,144,12,132
476,578306309,72,12,60
476,578471360,120,20,100
476,579018526,24,1,23
476,583271930,2,1,1
476,584746992,72,12,60
476,585483928,72,12,60
476,586940352,36,3,33
476,595421004,12,3,9
476,595621004,12,2,10
476,598977946,18,3,15
476,650707944,48,8,40
476,652763645,12,2,10
476,653466998,30,5,25
476,655978596,12,4,8
476,656827097,18,6,12
476,658942524,576,24,552
476,658942525,120,8,112
476,659337445,36,12,24
476,669772431,6,3,3
476,671445341,12,3,9
516,553473452,72,18,54
516,554711016,24,4,20
516,566379415,48,12,36
516,566906323,12,4,8
516,567451560,72,12,60
516,567451576,468,78,390
516,567451628,144,24,120
516,568485714,4,1,3
516,576025422,144,12,132
516,577632500,96,24,72
516,578306309,24,4,20
516,578471360,24,4,20
516,579018526,24,1,23
516,584746992,72,12,60
516,585483928,24,4,20
516,586940352,12,1,11
516,595421004,12,3,9
516,595621004,12,2,10
516,598977946,18,3,15
516,650707944,48,8,40
516,652763645,12,2,10
516,653466998,90,15,75
516,658942524,864,36,828
516,658942525,120,8,112
516,666810356,4,1,3
516,669772431,4,2,2
516,671445341,300,75,225
523,553473452,24,6,18
523,554711016,48,8,40
523,566379415,16,4,12
523,566906323,36,12,24
523,567451560,36,6,30
523,567451576,216,36,180
523,567451628,36,6,30
523,568162295,3,1,2
523,568485714,4,1,3
523,576025422,144,12,132
523,576886796,4,1,3
523,578471360,24,4,20
523,579018526,24,1,23
523,583271930,2,1,1
523,584746992,36,6,30
523,585483928,72,12,60
523,586940352,24,2,22
523,595421004,4,1,3
523,650707944,48,8,40
523,653466998,30,5,25
523,655978596,12,4,8
523,658942524,288,12,276
523,658942525,240,16,224
523,666810356,4,1,3
523,671445341,24,6,18
565,211646,12,6,6
565,553473452,72,18,54
565,554711016,24,4,20
565,555554538,48,6,42
565,566379415,64,16,48
565,566906323,24,8,16
565,567451560,36,6,30
565,567451576,72,12,60
565,567451628,36,6,30
565,568162295,3,1,2
565,576025422,72,6,66
565,576886796,12,3,9
565,577632500,48,12,36
565,578306309,24,4,20
565,578471360,72,12,60
565,579018526,48,2,46
565,583271930,4,2,2
565,584746992,36,6,30
565,585483928,72,12,60
565,586940352,60,5,55
565,595421004,4,1,3
565,595621004,12,2,10
565,652763645,36,6,30
565,653466998,60,10,50
565,655978596,12,4,8
565,658942524,288,12,276
565,658942525,120,8,112
565,659337445,36,12,24
565,666810356,4,1,3
565,669772431,4,2,2
565,669835706,12,3,9
565,671445341,12,3,9
572,553473452,96,24,72
572,554711016,72,12,60
572,566379415,16,4,12
572,566906323,24,8,16
572,567451560,108,18,90
572,567451576,216,36,180
572,567451628,180,30,150
572,568162295,3,1,2
572,568485714,16,4,12
572,573415795,6,1,5
572,576025422,216,18,198
572,576886796,8,2,6
572,577632500,96,24,72
572,578306309,48,8,40
572,578471360,144,24,120
572,579018526,96,4,92
572,583271930,10,5,5
572,584746992,36,6,30
572,585483928,48,8,40
572,586940352,36,3,33
572,595421004,4,1,3
572,595621004,12,2,10
572,652763645,24,4,20
572,653466998,30,5,25
572,655978596,12,4,8
572,658942524,288,12,276
572,658942525,120,8,112
572,659337445,36,12,24
572,670122381,120,40,80
572,671387425,24,6,18
572,671445341,12,3,9
746,553473452,96,24,72
746,554711016,24,4,20
746,566379415,48,12,36
746,566906323,24,8,16
746,567451560,72,12,60
746,567451576,360,60,300
746,567451628,72,12,60
746,568162295,3,1,2
746,576025422,288,24,264
746,576886796,12,3,9
746,577632500,120,30,90
746,578306309,48,8,40
746,578471360,120,20,100
746,579018526,168,7,161
746,583271930,4,2,2
746,584746992,36,6,30
746,585483928,120,20,100
746,586940352,84,7,77
746,595621004,12,2,10
746,650707944,72,12,60
746,652763645,24,4,20
746,653466998,90,15,75
746,655978596,36,12,24
746,658942524,576,24,552
746,659337445,60,20,40
746,666810356,8,2,6
746,669772431,12,6,6
746,671445341,24,6,18
813,553473452,120,30,90
813,554711016,24,4,20
813,566379415,16,4,12
813,566906323,36,12,24
813,567451560,72,12,60
813,567451576,396,66,330
813,567451628,252,42,210
813,568485714,8,2,6
813,576025422,216,18,198
813,576886796,4,1,3
813,577632500,72,18,54
813,578306309,24,4,20
813,578471360,72,12,60
813,579018526,24,1,23
813,583271930,6,3,3
813,584746992,72,12,60
813,585483928,120,20,100
813,586940352,12,1,11
813,595421004,4,1,3
813,595621004,12,2,10
813,652763645,12,2,10
813,653466998,60,10,50
813,655978596,12,4,8
813,656827097,18,6,12
813,658942524,288,12,276
813,658942525,120,8,112
813,669772431,8,4,4
813,670122381,72,24,48
813,671445341,24,6,18
827,553473452,120,30,90
827,554711016,24,4,20
827,566379415,64,16,48
827,566906323,60,20,40
827,567451560,72,12,60
827,567451576,612,102,510
827,567451628,216,36,180
827,568162295,3,1,2
827,568485714,4,1,3
827,576025422,144,12,132
827,577632500,48,12,36
827,578306309,48,8,40
827,578471360,96,16,80
827,579018526,48,2,46
827,583271930,6,3,3
827,584746992,36,6,30
827,585483928,72,12,60
827,586940352,12,1,11
827,595421004,4,1,3
827,595621004,24,4,20
827,652763645,36,6,30
827,653466998,60,10,50
827,655978596,36,12,24
827,658942524,288,12,276
827,658942525,120,8,112
827,659337445,24,8,16
827,666810356,4,1,3
827,669772431,4,2,2
827,670122381,12,4,8
827,671445341,204,51,153
918,553473452,72,18,54
918,554711016,24,4,20
918,566379415,48,12,36
918,566906323,48,16,32
918,567451560,72,12,60
918,567451576,432,72,360
918,567451628,72,12,60
918,568485714,4,1,3
918,576025422,72,6,66
918,576886796,4,1,3
918,577632500,48,12,36
918,578306309,24,4,20
918,578471360,72,12,60
918,579018526,96,4,92
918,583271930,8,4,4
918,584746992,36,6,30
918,585483928,72,12,60
918,586940352,48,4,44
918,595621004,12,2,10
918,650707944,120,20,100
918,652763645,36,6,30
918,653466998,60,10,50
918,655978596,12,4,8
918,658942524,288,12,276
918,659194386,18,3,15
918,659337445,60,20,40
918,667507033,12,3,9
918,669772431,4,2,2
918,670122381,84,28,56
918,671445341,12,3,9
939,553473452,48,12,36
939,554711016,24,4,20
939,566379415,32,8,24
939,566906323,36,12,24
939,567120911,48,8,40
939,567451560,108,18,90
939,567451576,180,30,150
939,567451628,72,12,60
939,568162295,6,2,4
939,568485714,4,1,3
939,573415795,12,2,10
939,576025422,216,18,198
939,576886796,4,1,3
939,577632500,96,24,72
939,578306309,72,12,60
939,578471360,144,24,120
939,579018526,216,9,207
939,583271930,4,2,2
939,584746992,108,18,90
939,585483928,72,12,60
939,586940352,48,4,44
939,595421004,8,2,6
939,595621004,36,6,30
939,598977946,18,3,15
939,650707944,72,12,60
939,652763645,24,4,20
939,653466998,60,10,50
939,655978596,12,4,8
939,658942524,576,24,552
939,658942525,840,56,784
939,659337445,24,8,16
939,666810356,4,1,3
939,669772431,14,7,7
939,671445341,24,6,18
1022,553473452,48,12,36
1022,554711016,24,4,20
1022,566379415,32,8,24
1022,566906323,12,4,8
1022,567451560,36,6,30
1022,567451576,216,36,180
1022,567451628,72,12,60
1022,568485714,8,2,6
1022,576025422,216,18,198
1022,576886796,12,3,9
1022,577632500,48,12,36
1022,578306309,72,12,60
1022,578471360,72,12,60
1022,579018526,24,1,23
1022,583271930,4,2,2
1022,584746992,36,6,30
1022,585483928,72,12,60
1022,586940352,12,1,11
1022,595621004,12,2,10
1022,650707944,24,4,20
1022,652763645,12,2,10
1022,653466998,60,10,50
1022,655978596,12,4,8
1022,656827097,18,6,12
1022,669772431,2,1,1
1022,670122381,60,20,40
1022,671445341,732,183,549
1044,553473452,72,18,54
1044,554711016,72,12,60
1044,556132396,12,3,9
1044,566379415,48,12,36
1044,566906323,60,20,40
1044,567451560,72,12,60
1044,567451576,468,78,390
1044,567451628,144,24,120
1044,568485714,4,1,3
1044,576025422,216,18,198
1044,577632500,72,18,54
1044,578471360,72,12,60
1044,579018526,192,8,184
1044,583271930,6,3,3
1044,584746992,36,6,30
1044,585483928,48,8,40
1044,586940352,60,5,55
1044,595421004,4,1,3
1044,595621004,36,6,30
1044,650707944,48,8,40
1044,652763645,24,4,20
1044,653466998,60,10,50
1044,655978596,12,4,8
1044,658942524,288,12,276
1044,658942525,120,8,112
1044,659337445,48,16,32
1044,669772431,6,3,3
1044,670122381,24,8,16
1044,671445341,660,165,495
1118,553473452,48,12,36
1118,554711016,24,4,20
1118,566379415,80,20,60
1118,566906323,12,4,8
1118,567451560,36,6,30
1118,567451576,36,6,30
1118,567451628,36,6,30
1118,576025422,144,12,132
1118,576886796,4,1,3
1118,577632500,48,12,36
1118,578306309,24,4,20
1118,578471360,72,12,60
1118,579018526,48,2,46
1118,583271930,12,6,6
1118,585483928,96,16,80
1118,586940352,12,1,11
1118,595421004,4,1,3
1118,595621004,36,6,30
1118,599540789,14,1,13
1118,652763645,12,2,10
1118,653466998,90,15,75
1118,655978596,12,4,8
1118,658942524,288,12,276
1118,659337445,36,12,24
1118,666810356,8,2,6
1118,669772431,8,4,4
1118,670122381,12,4,8
1118,671445341,12,3,9
1232,553473452,48,12,36
1232,554711016,48,8,40
1232,566379415,48,12,36
1232,566906323,48,16,32
1232,567451560,72,12,60
1232,567451576,216,36,180
1232,567451628,180,30,150
1232,568162295,3,1,2
1232,576025422,144,12,132
1232,577632500,120,30,90
1232,578306309,48,8,40
1232,578471360,72,12,60
1232,579018526,144,6,138
1232,583271930,2,1,1
1232,584746992,72,12,60
1232,585483928,72,12,60
1232,586940352,36,3,33
1232,595421004,4,1,3
1232,595621004,12,2,10
1232,650707944,96,16,80
1232,652763645,24,4,20
1232,653466998,60,10,50
1232,654793181,12,3,9
1232,655978596,24,8,16
1232,658942524,288,12,276
1232,658942525,120,8,112
1232,659337445,36,12,24
1232,669772431,4,2,2
1232,671445341,48,12,36
1254,553473452,72,18,54
1254,554711016,48,8,40
1254,566379415,48,12,36
1254,566906323,24,8,16
1254,567451560,36,6,30
1254,567451576,216,36,180
1254,567451628,108,18,90
1254,568485714,4,1,3
1254,576025422,72,6,66
1254,577632500,72,18,54
1254,578306309,24,4,20
1254,578471360,144,24,120
1254,579018526,168,7,161
1254,583271930,8,4,4
1254,584746992,36,6,30
1254,585483928,72,12,60
1254,586940352,12,1,11
1254,595621004,36,6,30
1254,597962920,12,2,10
1254,652763645,36,6,30
1254,653466998,90,15,75
1254,655978596,12,4,8
1254,656827097,18,6,12
1254,658942524,288,12,276
1254,658942525,120,8,112
1254,659337445,24,8,16
1254,666810356,8,2,6
1254,669772431,2,1,1
1254,670122381,36,12,24
1254,671445341,12,3,9
1800,553473452,24,6,18
1800,554711016,24,4,20
1800,566379415,48,12,36
1800,566906323,12,4,8
1800,567451560,36,6,30
1800,567451576,72,12,60
1800,567451628,36,6,30
1800,568485714,16,4,12
1800,576025422,144,12,132
1800,576886796,4,1,3
1800,577632500,24,6,18
1800,578306309,24,4,20
1800,578471360,24,4,20
1800,579018526,48,2,46
1800,583271930,2,1,1
1800,585483928,72,12,60
1800,586940352,12,1,11
1800,595421004,4,1,3
1800,595621004,12,2,10
1800,650707944,24,4,20
1800,652763645,24,4,20
1800,653466998,60,10,50
1800,655978596,12,4,8
1800,658942524,288,12,276
1800,659337445,24,8,16
1800,669772431,8,4,4
1800,670122381,60,20,40
1800,671445341,480,120,360
2427,553473452,24,6,18
2427,554711016,24,4,20
2427,566379415,48,12,36
2427,566906323,24,8,16
2427,567451560,72,12,60
2427,567451576,180,30,150
2427,567451628,36,6,30
2427,568485714,12,3,9
2427,576025422,144,12,132
2427,576886796,4,1,3
2427,577632500,48,12,36
2427,578306309,24,4,20
2427,578471360,72,12,60
2427,579018526,24,1,23
2427,583271930,4,2,2
2427,584746992,36,6,30
2427,585483928,72,12,60
2427,595421004,4,1,3
2427,595621004,12,2,10
2427,650707944,672,112,560
2427,652763645,12,2,10
2427,653466998,30,5,25
2427,655978596,12,4,8
2427,656827097,18,6,12
2427,658942524,288,12,276
2427,658942525,120,8,112
2427,659337445,36,12,24
2427,669772431,4,2,2
2667,553473452,72,18,54
2667,554711016,24,4,20
2667,566379415,64,16,48
2667,566906323,12,4,8
2667,567451560,36,6,30
2667,567451576,72,12,60
2667,567451628,36,6,30
2667,568485714,8,2,6
2667,576025422,72,6,66
2667,576886796,4,1,3
2667,577632500,48,12,36
2667,578306309,24,4,20
2667,578471360,96,16,80
2667,579018526,96,4,92
2667,583271930,6,3,3
2667,585483928,72,12,60
2667,586940352,12,1,11
2667,595421004,4,1,3
2667,595621004,36,6,30
2667,650707944,96,16,80
2667,652763645,12,2,10
2667,653466998,90,15,75
2667,658942524,288,12,276
2667,658942525,120,8,112
2667,659337445,36,12,24
2667,666810356,4,1,3
2667,669772431,4,2,2
2667,671445341,12,3,9
2688,553473452,120,30,90
2688,554711016,72,12,60
2688,566379415,16,4,12
2688,566906323,60,20,40
2688,567451560,72,12,60
2688,567451576,288,48,240
2688,567451628,108,18,90
2688,576025422,216,18,198
2688,577632500,72,18,54
2688,578306309,24,4,20
2688,578471360,72,12,60
2688,579018526,192,8,184
2688,583271930,6,3,3
2688,584746992,72,12,60
2688,585483928,72,12,60
2688,586940352,60,5,55
2688,595421004,4,1,3
2688,595621004,12,2,10
2688,598977946,18,3,15
2688,650707944,48,8,40
2688,652763645,36,6,30
2688,653466998,30,5,25
2688,655860969,12,2,10
2688,655978596,24,8,16
2688,656827097,18,6,12
2688,658942524,288,12,276
2688,658942525,120,8,112
2688,666810356,4,1,3
2688,669772431,2,1,1
2688,671445341,240,60,180
2973,553473452,48,12,36
2973,554711016,72,12,60
2973,566379415,16,4,12
2973,566906323,60,20,40
2973,567451560,36,6,30
2973,567451576,216,36,180
2973,567451628,72,12,60
2973,576025422,144,12,132
2973,577632500,48,12,36
2973,578306309,24,4,20
2973,578471360,24,4,20
2973,579018526,72,3,69
2973,583271930,2,1,1
2973,584746992,36,6,30
2973,585483928,72,12,60
2973,586940352,12,1,11
2973,650707944,48,8,40
2973,652763645,12,2,10
2973,653466998,30,5,25
2973,655978596,12,4,8
2973,658942524,288,12,276
2973,658942525,120,8,112
2973,659337445,12,4,8
2973,669772431,6,3,3
2973,671445341,24,6,18
3014,553473452,72,18,54
3014,554711016,24,4,20
3014,566379415,48,12,36
3014,566906323,24,8,16
3014,567451560,36,6,30
3014,567451576,36,6,30
3014,567451628,36,6,30
3014,568485714,4,1,3
3014,576025422,144,12,132
3014,576886796,12,3,9
3014,577632500,48,12,36
3014,578306309,24,4,20
3014,578471360,72,12,60
3014,579018526,24,1,23
3014,583271930,6,3,3
3014,585483928,168,28,140
3014,586940352,12,1,11
3014,595421004,4,1,3
3014,595621004,24,4,20
3014,650707944,768,128,640
3014,652763645,24,4,20
3014,653466998,60,10,50
3014,655978596,24,8,16
3014,656827097,36,12,24
3014,658942524,576,24,552
3014,658942525,120,8,112
3014,659337445,36,12,24
3014,666810356,8,2,6
3014,669772431,20,10,10
3014,670122381,36,12,24
3014,671445341,12,3,9
3204,553473452,24,6,18
3204,566379415,16,4,12
3204,567451560,36,6,30
3204,567451576,36,6,30
3204,567451628,36,6,30
3204,585483928,48,8,40
3204,650707944,24,4,20
3204,653466998,30,5,25
3224,553473452,24,6,18
3224,554711016,24,4,20
3224,566379415,16,4,12
3224,566906323,36,12,24
3224,567451560,36,6,30
3224,567451576,72,12,60
3224,567451628,36,6,30
3224,568162295,3,1,2
3224,568485714,4,1,3
3224,576025422,72,6,66
3224,577632500,24,6,18
3224,578306309,24,4,20
3224,578471360,24,4,20
3224,579018526,96,4,92
3224,583271930,6,3,3
3224,585483928,72,12,60
3224,586940352,24,2,22
3224,595421004,4,1,3
3224,595428581,120,3,117
3224,595621004,12,2,10
3224,652763645,12,2,10
3224,653466998,30,5,25
3224,655978596,12,4,8
3224,658942524,288,12,276
