4359,0,0,0
2015,14,8,22
3843,10,16,26
5287,11,16,27
1376,18,16,34
1273,18,16,34
2983,5,12,17
1114,8,6,14
1143,8,16,24
1200,28,4,32
1819,12,16,28
1999,10,16,26
2522,18,16,34
2686,4,12,16
3019,5,10,15
3409,14,16,30
4168,9,16,25
4365,16,8,24
4569,8,8,16
5451,4,12,16
5982,6,3,9
603,13,16,29
7099,3,12,15
843,5,8,13
1435,8,16,24
1589,16,4,20
18,10,8,18
2240,14,8,22
3404,16,16,32
341,6,9,15
3436,16,8,24
3568,18,16,34
3809,8,6,14
5713,9,16,25
788,8,8,16
917,7,8,15
4376,2,16,18
1029,9,8,17
1227,15,16,31
1270,20,16,36
1675,10,16,26
1725,12,16,28
27,10,8,18
3391,13,16,29
4148,2,14,16
4210,4,12,16
4377,9,6,15
4747,5,8,13
5793,16,16,32
5842,12,16,28
586,18,16,34
700,17,8,25
7004,3,12,15
1060,16,16,32
1151,16,16,32
1280,24,8,32
1336,6,6,12
1667,9,16,25
1965,19,16,35
2078,16,16,32
2277,10,8,18
2282,22,8,30
2893,9,16,25
2919,4,12,16
3296,26,8,34
3381,8,6,14
3693,13,16,29
373,8,6,14
461,18,16,34
5628,11,8,19
7011,0,1,1
7296,3,12,15
803,11,8,19
849,24,8,32
973,18,16,34
1391,28,4,32
1404,11,16,27
1427,13,16,29
1531,14,16,30
1614,13,8,21
1634,18,16,34
1765,13,16,29
1873,13,16,29
1980,11,16,27
2131,20,8,28
2386,12,16,28
2441,13,16,29
2443,12,16,28
3531,20,16,36
3723,4,10,14
3752,4,12,16
4295,9,16,25
447,16,16,32
5145,9,16,25
5258,4,10,14
5276,12,12,24
5304,4,12,16
5701,11,16,27
5859,12,8,20
5976,11,16,27
670,18,16,34
685,18,16,34
698,18,16,34
7,14,16,30
7199,10,16,26
750,5,12,17
876,9,16,25
970,13,16,29
359,0,0,0
4639,9,16,25
1014,18,16,34
1075,18,16,34
1279,16,16,32
1511,16,16,32
1516,10,16,26
1548,12,8,20
1798,9,16,25
181,8,16,24
1865,9,8,17
2352,18,16,34
239,8,8,16
2467,5,12,17
2634,9,16,25
2735,20,4,24
305,8,8,16
310,9,16,25
3123,4,9,13
346,10,8,18
3634,10,16,26
3810,10,16,26
4112,16,16,32
4303,22,4,26
4355,9,8,17
4378,10,16,26
4381,22,16,38
4439,11,8,19
585,14,16,30
611,18,16,34
621,9,16,25
7098,3,12,15
7329,4,12,16
931,14,16,30
935,24,8,32
953,16,16,32
1961,12,16,28
1146,20,16,36
1285,16,16,32
129,16,16,32
1307,20,8,28
1313,16,8,24
1416,8,16,24
1453,16,16,32
1674,30,4,34
1733,14,16,30
1739,20,16,36
1747,21,4,25
1758,11,16,27
1883,13,16,29
2081,10,16,26
21,10,16,26
2223,15,16,31
2233,18,16,34
2257,19,8,27
2359,14,16,30
2506,8,16,24
2592,22,4,26
272,20,16,36
2904,10,4,14
3169,16,8,24
3352,22,4,26
3658,16,8,24
3720,18,4,22
3781,30,4,34
3847,12,16,28
4161,22,8,30
4374,7,16,23
4404,11,16,27
4451,22,16,38
4635,10,16,26
470,14,16,30
472,20,16,36
5134,30,4,34
5159,16,16,32
5227,6,16,22
5242,18,16,34
5314,4,12,16
5383,4,10,14
5489,10,8,18
5751,14,8,22
5812,9,12,21
5814,12,16,28
590,16,16,32
6263,4,7,11
669,16,16,32
7087,8,16,24
7185,20,16,36
727,10,16,26
7636,0,10,10
853,16,16,32
885,8,8,16
1170,14,8,22
1231,28,4,32
1257,7,6,13
1265,11,8,19
1377,10,16,26
1541,24,8,32
1552,18,8,26
1602,10,12,22
1651,15,8,23
1671,18,16,34
1727,7,8,15
1737,9,16,25
1744,12,16,28
1779,10,8,18
1839,11,16,27
1878,14,16,30
1906,6,8,14
1968,22,8,30
197,16,16,32
1985,27,4,31
2141,21,4,25
2263,15,8,23
2432,12,8,20
2448,10,16,26
2545,14,16,30
263,12,16,28
2631,14,16,30
2664,8,8,16
2714,8,16,24
2809,9,16,25
2871,22,4,26
2935,8,8,16
2939,9,16,25
3066,4,12,16
3307,10,16,26
3338,4,12,16
3394,8,16,24
3408,28,4,32
3412,9,16,25
3469,32,4,36
355,18,16,34
360,10,16,26
3712,14,8,22
3761,10,16,26
3768,7,16,23
379,10,16,26
3884,10,6,16
4322,8,8,16
4371,4,12,16
440,12,16,28
4413,4,9,13
451,16,16,32
4553,20,8,28
4631,16,16,32
4734,11,8,19
476,8,16,24
5028,24,8,32
5219,10,8,18
5250,18,16,34
5402,26,4,30
5857,14,8,22
602,12,16,28
605,20,8,28
6951,9,8,17
828,14,16,30
856,11,16,27
889,18,8,26
912,22,4,26
914,10,16,26
1081,19,8,27
1190,12,16,28
1333,11,16,27
1360,14,16,30
1468,10,16,26
1585,14,16,30
1807,17,8,25
1851,24,8,32
1864,20,8,28
1898,10,16,26
1907,10,16,26
1914,18,4,22
1933,14,8,22
1958,6,16,22
2119,18,7,25
2197,20,16,36
2238,22,8,30
2369,9,16,25
2491,20,8,28
2610,14,16,30
295,8,16,24
3042,3,12,15
3055,12,16,28
325,8,16,24
3304,13,16,29
3342,13,16,29
3473,26,4,30
3489,12,8,20
3513,18,16,34
354,8,8,16
369,9,16,25
3729,30,4,34
3867,18,16,34
406,13,16,29
4201,14,16,30
4238,13,16,29
4318,16,16,32
4461,8,8,16
502,10,16,26
5035,16,16,32
51,8,8,16
5429,16,16,32
5485,24,4,28
5663,3,11,14
5808,9,16,25
5843,16,8,24
5927,14,8,22
6390,4,12,16
6588,4,12,16
6932,10,16,26
8,8,16,24
815,12,16,28
823,12,16,28
858,8,6,14
865,18,16,34
909,16,16,32
98,9,16,25
1058,18,16,34
1324,18,16,34
1487,14,16,30
1592,10,16,26
1618,13,16,29
1812,19,16,35
1900,14,16,30
1905,10,16,26
1939,16,16,32
2070,20,4,24
2077,12,16,28
2108,15,8,23
2155,14,8,22
217,15,8,23
2192,16,16,32
2323,18,8,26
2483,17,8,25
2508,16,16,32
2593,28,8,36
2708,20,16,36
2930,4,12,16
3208,18,16,34
3243,14,16,30
3835,15,16,31
4356,26,8,34
5311,30,16,46
5894,10,8,18
899,20,8,28
146,10,8,18
1485,16,16,32
1572,14,16,30
1884,16,16,32
2242,12,8,20
2313,14,16,30
2368,16,16,32
2542,8,8,16
2600,18,16,34
2652,8,8,16
2888,11,16,27
2912,18,16,34
3151,11,16,27
3251,14,16,30
3465,24,8,32
3746,4,8,12
4138,4,8,12
4145,4,10,14
4220,3,11,14
4239,24,4,28
4241,18,16,34
4473,4,11,15
4497,14,8,22
4529,13,16,29
5066,16,16,32
5269,4,12,16
5667,8,8,16
5710,12,8,20
5907,4,10,14
5923,4,11,15
6963,14,16,30
7178,10,16,26
774,13,16,29
812,12,16,28
85,15,16,31
867,18,16,34
892,14,16,30
989,16,16,32
1163,22,8,30
1211,8,16,24
1305,16,16,32
1338,11,16,27
1450,12,16,28
1484,12,16,28
1526,10,16,26
1732,10,8,18
1929,13,16,29
221,14,16,30
2833,8,8,16
2905,10,4,14
3081,11,8,19
3167,10,5,15
3293,12,16,28
3302,12,16,28
3406,18,16,34
3417,22,16,38
3479,4,12,16
3587,15,8,23
3796,14,16,30
427,0,0,0
4427,9,8,17
4444,14,16,30
4509,9,16,25
4526,22,8,30
5007,6,6,12
5279,4,7,11
5461,14,8,22
5627,4,12,16
5840,3,7,10
6898,12,16,28
860,18,16,34
911,15,16,31
924,11,16,27
936,18,16,34
939,16,16,32
965,9,16,25
1108,8,6,14
1160,18,16,34
1185,15,8,23
1363,12,16,28
1400,18,16,34
1421,14,16,30
1458,18,16,34
1497,16,8,24
1536,20,16,36
1565,20,16,36
1574,26,4,30
1584,28,4,32
1640,11,16,27
1650,10,8,18
1882,12,8,20
1915,14,16,30
192,16,16,32
2069,18,8,26
2213,22,8,30
2482,30,4,34
2575,14,16,30
2734,14,16,30
2950,28,4,32
3210,9,16,25
3357,4,8,12
3420,12,10,22
3423,13,8,21
361,17,8,25
370,8,16,24
4139,4,12,16
4164,9,16,25
4226,8,8,16
436,6,10,16
4528,4,8,12
459,13,16,29
5143,4,12,16
5306,4,12,16
5494,18,16,34
5641,8,12,20
5744,4,11,15
5790,4,11,15
5965,24,4,28
6174,4,9,13
1463,14,16,30
3646,4,9,13
5141,15,16,31
2237,28,4,32
3266,16,8,24
4603,4,12,16
4452,3,9,12
2229,12,16,28
3129,12,16,28
1492,0,0,0
1623,20,8,28
1631,19,8,27
1681,12,8,20
1805,20,8,28
2059,18,16,34
2136,14,16,30
2402,24,8,32
2561,17,16,33
4245,4,9,13
4577,4,10,14
5078,20,16,36
5430,24,8,32
5668,6,8,14
5880,12,8,20
6978,22,8,30
2515,22,4,26
2870,4,10,14
3419,2,12,14
5108,4,12,16
6078,4,12,16
754,16,16,32
